"ItemGuid","SalesOrderGuid","SalesOrderId","CreatedAt","ChangedAt","BuyerGuid","CurrencyCode","GrossAmount","NetAmount","TaxAmount","ItemPosition","ProductID","ProductName","ProductCategory","ItemGrossAmount","ItemNetAmount","ItemTaxAmount","ProductGuid","TextGuid","Change_Type","Change_Date"
"42010AA400041EED8CF394669C3A16BA","42010AA400041EED8CF394665615D6BA","0500000014","2017-01-02 23:00:00.000000000","2017-01-09 23:00:00.000000000","42010AA400041EED8CF393A96D2D36BA","EUR","11.31","9.5","1.81","0000000010","DE-PP-1004","High quality No. 56 Staples (26/6mm) - Box of 5000","Staplers & Hole Punchers","11.31","9.5","1.81","42010AA400041EED8CF393ABD2AB96BA","42010AA400041EED8CF393A96D80B6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF394669C3A36BA","42010AA400041EED8CF394665615F6BA","0500000015","2017-01-02 23:00:00.000000000","2017-01-09 23:00:00.000000000","42010AA400041EED8CF393A96D2CB6BA","EUR","44.22","37.16","7.06","0000000010","PP-CP-1015","Printer Paper - Salmon - 250 Sheets","Copier & Printer Paper","28.08","23.6","4.48","42010AA400041EED8CF393ABD2A516BA","42010AA400041EED8CF393A96D73B6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4316BA","42010AA400041EED8CF394665615F6BA","0500000015","2017-01-02 23:00:00.000000000","2017-01-09 23:00:00.000000000","42010AA400041EED8CF393A96D2CB6BA","EUR","44.22","37.16","7.06","0000000020","WD-PC-1000","Pencil with Eraser - Pack of 12","Pencils & Colouring","16.14","13.56","2.58","42010AA400041EED8CF393ABD2AF56BA","42010AA400041EED8CF393ABD28CB6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4336BA","42010AA400041EED8CF39466561616BA","0500000016","2017-01-02 23:00:00.000000000","2017-01-09 23:00:00.000000000","42010AA400041EED8CF393A96D2C76BA","EUR","7.02","5.9","1.12","0000000010","PP-CP-1006","Printer Paper - Light Green - 250 Sheets","Copier & Printer Paper","7.02","5.9","1.12","42010AA400041EED8CF393ABD2A3F6BA","42010AA400041EED8CF393A96D7176BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4356BA","42010AA400041EED8CF39466561636BA","0500000017","2017-01-02 23:00:00.000000000","2017-01-09 23:00:00.000000000","42010AA400041EED8CF393A96D2D36BA","EUR","24.63","20.7","3.93","0000000010","AR-FB-1013","13-Pocket Expanding File - Blue","Files & Binders","24.63","20.7","3.93","42010AA400041EED8CF393ABD2A056BA","42010AA400041EED8CF393A96D6A36BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4376BA","42010AA400041EED8CF39466561656BA","0500000018","2017-01-02 23:00:00.000000000","2017-01-09 23:00:00.000000000","42010AA400041EED8CF393A96D2C36BA","EUR","166.72","140.1","26.62","0000000010","PP-WP-1000","Wirebound Notepad - Ruled - Pack of 10","Writing Pads","160.06","134.5","25.56","42010AA400041EED8CF393ABD2A636BA","42010AA400041EED8CF393A96D75F6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4396BA","42010AA400041EED8CF39466561656BA","0500000018","2017-01-02 23:00:00.000000000","2017-01-09 23:00:00.000000000","42010AA400041EED8CF393A96D2C36BA","EUR","166.72","140.1","26.62","0000000020","WD-BP-1000","Silver Ballpoint Pen with Chrome Trim","Ballpoint Pens","6.66","5.6","1.06","42010AA400041EED8CF393ABD2AED6BA","42010AA400041EED8CF393ABD28BB6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF43B6BA","42010AA400041EED8CF39466561676BA","0500000019","2017-01-03 23:00:00.000000000","2017-01-10 23:00:00.000000000","42010AA400041EED8CF393A96D2C76BA","EUR","29.44","24.74","4.7","0000000010","DE-GS-1005","Clear Universal Adhesive","Glue & Sticky Tape","3.32","2.79","0.53","42010AA400041EED8CF393ABD2A9D6BA","42010AA400041EED8CF393A96D7D36BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF43D6BA","42010AA400041EED8CF39466561676BA","0500000019","2017-01-03 23:00:00.000000000","2017-01-10 23:00:00.000000000","42010AA400041EED8CF393A96D2C76BA","EUR","29.44","24.74","4.7","0000000020","OF-DL-1003","Energy saving LED light bulb - Pack of 4","Desk Lamps","26.12","21.95","4.17","42010AA400041EED8CF393ABD2B436BA","42010AA400041EED8CF393ABD29676BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF43F6BA","42010AA400041EED8CF39466561696BA","0500000020","2017-01-03 23:00:00.000000000","2017-01-10 23:00:00.000000000","42010AA400041EED8CF393A96D2D36BA","EUR","385.44","323.9","61.54","0000000010","OF-ST-1007","Filing Cabinet - 2 drawers","Storage Solutions","374.85","315","59.85","42010AA400041EED8CF393ABD2B376BA","42010AA400041EED8CF393ABD294F6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4416BA","42010AA400041EED8CF39466561696BA","0500000020","2017-01-03 23:00:00.000000000","2017-01-10 23:00:00.000000000","42010AA400041EED8CF393A96D2D36BA","EUR","385.44","323.9","61.54","0000000020","AR-T-1005","Plastic Magazine File - Blue","Trays","10.59","8.9","1.69","42010AA400041EED8CF393ABD2A116BA","42010AA400041EED8CF393A96D6BB6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4436BA","42010AA400041EED8CF394665616B6BA","0500000021","2017-01-03 23:00:00.000000000","2017-01-10 23:00:00.000000000","42010AA400041EED8CF393A96D2C96BA","EUR","26.14","21.96","4.18","0000000010","WD-MP-1001","Marker Pen - Yellow","Marker Pens","9","7.56","1.44","42010AA400041EED8CF393ABD2B016BA","42010AA400041EED8CF393ABD28E36BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4456BA","42010AA400041EED8CF394665616B6BA","0500000021","2017-01-03 23:00:00.000000000","2017-01-10 23:00:00.000000000","42010AA400041EED8CF393A96D2C96BA","EUR","26.14","21.96","4.18","0000000020","MC-M-1001","Desktop Calendar","Calendars","17.14","14.4","2.74","42010AA400041EED8CF393ABD2B596BA","42010AA400041EED8CF393ABD29936BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4476BA","42010AA400041EED8CF394665616D6BA","0500000022","2017-01-04 23:00:00.000000000","2017-01-11 23:00:00.000000000","42010AA400041EED8CF393A96D2C56BA","EUR","78.3","65.8","12.5","0000000010","OF-PW-1000","Office Plant - 45 cm","Plants & Watering Cans","78.3","65.8","12.5","42010AA400041EED8CF393ABD2B4F6BA","42010AA400041EED8CF393ABD297F6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4496BA","42010AA400041EED8CF394665616F6BA","0500000023","2017-01-04 23:00:00.000000000","2017-01-11 23:00:00.000000000","42010AA400041EED8CF393A96D2CF6BA","EUR","32.37","27.2","5.17","0000000010","EP-WM-1002","Kraft Paper Wrapping Roll","Wrapping Material","32.37","27.2","5.17","42010AA400041EED8CF393ABD2AE96BA","42010AA400041EED8CF393ABD28B36BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF44B6BA","42010AA400041EED8CF39466561716BA","0500000024","2017-01-04 23:00:00.000000000","2017-01-11 23:00:00.000000000","42010AA400041EED8CF393A96D2C76BA","EUR","16.18","13.6","2.58","0000000010","EP-WM-1002","Kraft Paper Wrapping Roll","Wrapping Material","16.18","13.6","2.58","42010AA400041EED8CF393ABD2AE96BA","42010AA400041EED8CF393ABD28B36BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF44D6BA","42010AA400041EED8CF39466561736BA","0500000025","2017-01-04 23:00:00.000000000","2017-01-11 23:00:00.000000000","42010AA400041EED8CF393A96D2CF6BA","EUR","381.49","320.58","60.91","0000000010","OF-ST-1008","Filing Cabinet - 2 drawers","Storage Solutions","374.85","315","59.85","42010AA400041EED8CF393ABD2B396BA","42010AA400041EED8CF393ABD29536BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF44F6BA","42010AA400041EED8CF39466561736BA","0500000025","2017-01-04 23:00:00.000000000","2017-01-11 23:00:00.000000000","42010AA400041EED8CF393A96D2CF6BA","EUR","381.49","320.58","60.91","0000000020","DE-GS-1005","Clear Universal Adhesive","Glue & Sticky Tape","6.64","5.58","1.06","42010AA400041EED8CF393ABD2A9D6BA","42010AA400041EED8CF393A96D7D36BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4516BA","42010AA400041EED8CF39466561756BA","0500000026","2017-01-04 23:00:00.000000000","2017-01-11 23:00:00.000000000","42010AA400041EED8CF393A96D2C56BA","EUR","121.56","102.15","19.41","0000000010","PP-CP-1001","Premium Printer Paper - White - 500 Sheet","Copier & Printer Paper","14.76","12.4","2.36","42010AA400041EED8CF393ABD2A356BA","42010AA400041EED8CF393A96D7036BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4536BA","42010AA400041EED8CF39466561756BA","0500000026","2017-01-04 23:00:00.000000000","2017-01-11 23:00:00.000000000","42010AA400041EED8CF393A96D2C56BA","EUR","121.56","102.15","19.41","0000000020","AR-FB-1003","Lever Arch File - Assorted - Pack of 5","Files & Binders","106.8","89.75","17.05","42010AA400041EED8CF393ABD29F16BA","42010AA400041EED8CF393A96D67B6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4556BA","42010AA400041EED8CF39466561776BA","0500000027","2017-01-04 23:00:00.000000000","2017-01-11 23:00:00.000000000","42010AA400041EED8CF393A96D2CD6BA","EUR","118.9","99.92","18.98","0000000010","PP-NB-1011","Casebound Notebook","Note Books & Paper","38.03","31.96","6.07","42010AA400041EED8CF393ABD2A736BA","42010AA400041EED8CF393A96D77F6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4576BA","42010AA400041EED8CF39466561776BA","0500000027","2017-01-04 23:00:00.000000000","2017-01-11 23:00:00.000000000","42010AA400041EED8CF393A96D2CD6BA","EUR","118.9","99.92","18.98","0000000020","AR-T-1003","Paper Tray - Assorted - Pack of 5","Trays","80.87","67.96","12.91","42010AA400041EED8CF393ABD2A0D6BA","42010AA400041EED8CF393A96D6B36BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4596BA","42010AA400041EED8CF39466561796BA","0500000028","2017-01-05 23:00:00.000000000","2017-01-12 23:00:00.000000000","42010AA400041EED8CF393A96D2D16BA","EUR","28.44","23.9","4.54","0000000010","PP-NB-1004","Wirebound Notebook - Squared - 80 Sheets","Note Books & Paper","8.21","6.9","1.31","42010AA400041EED8CF393ABD2A5D6BA","42010AA400041EED8CF393A96D7536BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF45B6BA","42010AA400041EED8CF39466561796BA","0500000028","2017-01-05 23:00:00.000000000","2017-01-12 23:00:00.000000000","42010AA400041EED8CF393A96D2D16BA","EUR","28.44","23.9","4.54","0000000020","AR-FB-1001","Lever Arch File - Blue","Files & Binders","20.23","17","3.23","42010AA400041EED8CF393ABD29ED6BA","42010AA400041EED8CF393A96D6736BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF45D6BA","42010AA400041EED8CF394665617B6BA","0500000029","2017-01-05 23:00:00.000000000","2017-01-12 23:00:00.000000000","42010AA400041EED8CF393A96D2C96BA","EUR","26.77","22.5","4.27","0000000010","EP-WM-1002","Kraft Paper Wrapping Roll","Wrapping Material","16.18","13.6","2.58","42010AA400041EED8CF393ABD2AE96BA","42010AA400041EED8CF393ABD28B36BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF45F6BA","42010AA400041EED8CF394665617B6BA","0500000029","2017-01-05 23:00:00.000000000","2017-01-12 23:00:00.000000000","42010AA400041EED8CF393A96D2C96BA","EUR","26.77","22.5","4.27","0000000020","WD-PC-1004","Colour Pencils - Assorted - Pack of 24","Pencils & Colouring","10.59","8.9","1.69","42010AA400041EED8CF393ABD2AFD6BA","42010AA400041EED8CF393ABD28DB6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4616BA","42010AA400041EED8CF394665617D6BA","0500000030","2017-01-05 23:00:00.000000000","2017-01-12 23:00:00.000000000","42010AA400041EED8CF393A96D2CB6BA","EUR","0.5","0.42","0.08","0000000010","WD-ERS-100","Plastic Ruler - Red - 15 cm/6 inch","Eraser, Ruler & Sharpener","0.5","0.42","0.08","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF393ABD28FB6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4636BA","42010AA400041EED8CF394665617F6BA","0500000031","2017-01-05 23:00:00.000000000","2017-01-12 23:00:00.000000000","42010AA400041EED8CF393A96D2C36BA","EUR","24.75","20.8","3.95","0000000010","PP-NB-1007","Notebook - Violet","Note Books & Paper","24.75","20.8","3.95","42010AA400041EED8CF393ABD2A6B6BA","42010AA400041EED8CF393A96D76F6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4656BA","42010AA400041EED8CF39466561816BA","0500000032","2017-01-05 23:00:00.000000000","2017-01-12 23:00:00.000000000","42010AA400041EED8CF393A96D2D16BA","EUR","2.5","2.1","0.4","0000000010","WD-ERS-100","Plastic Ruler - Red - 15 cm/6 inch","Eraser, Ruler & Sharpener","2.5","2.1","0.4","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF393ABD28FB6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4676BA","42010AA400041EED8CF39466561836BA","0500000033","2017-01-05 23:00:00.000000000","2017-01-12 23:00:00.000000000","42010AA400041EED8CF393A96D2CD6BA","EUR","16.66","14","2.66","0000000010","MC-B-1001","AA Alkaline Batteries - Pack of 6","Batteries","16.66","14","2.66","42010AA400041EED8CF393ABD2B6B6BA","42010AA400041EED8CF393ABD29B76BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4696BA","42010AA400041EED8CF39466561856BA","0500000034","2017-01-06 23:00:00.000000000","2017-01-13 23:00:00.000000000","42010AA400041EED8CF393A96D2CB6BA","EUR","113.41","95.3","18.11","0000000010","OF-BB-1003","Recycling Bin","Bins & Baskets","86.63","72.8","13.83","42010AA400041EED8CF393ABD2B4D6BA","42010AA400041EED8CF393ABD297B6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF46B6BA","42010AA400041EED8CF39466561856BA","0500000034","2017-01-06 23:00:00.000000000","2017-01-13 23:00:00.000000000","42010AA400041EED8CF393A96D2CB6BA","EUR","113.41","95.3","18.11","0000000020","AR-FB-1005","Lever Arch File - Black","Files & Binders","26.78","22.5","4.28","42010AA400041EED8CF393ABD29F56BA","42010AA400041EED8CF393A96D6836BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF46D6BA","42010AA400041EED8CF39466561876BA","0500000035","2017-01-06 23:00:00.000000000","2017-01-13 23:00:00.000000000","42010AA400041EED8CF393A96D2C56BA","EUR","30.89","25.96","4.93","0000000010","MC-CH-1003","Designer Coat Hooks - Pack of 3","Coat Hangers","30.89","25.96","4.93","42010AA400041EED8CF393ABD2B816BA","42010AA400041EED8CF393ABD29E36BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF46F6BA","42010AA400041EED8CF39466561896BA","0500000036","2017-01-06 23:00:00.000000000","2017-01-13 23:00:00.000000000","42010AA400041EED8CF393A96D2D56BA","EUR","63.53","53.38","10.15","0000000010","EP-BT-1003","Strong Industrial Rope - 100m","Bands & Twine","54.03","45.4","8.63","42010AA400041EED8CF393ABD2AD76BA","42010AA400041EED8CF393A96D8476BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4716BA","42010AA400041EED8CF39466561896BA","0500000036","2017-01-06 23:00:00.000000000","2017-01-13 23:00:00.000000000","42010AA400041EED8CF393A96D2D56BA","EUR","63.53","53.38","10.15","0000000020","AR-T-1008","Large Capacity Magazine File - Blue","Trays","9.5","7.98","1.52","42010AA400041EED8CF393ABD2A176BA","42010AA400041EED8CF393A96D6C76BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4736BA","42010AA400041EED8CF394665618B6BA","0500000037","2017-01-06 23:00:00.000000000","2017-01-13 23:00:00.000000000","42010AA400041EED8CF393A96D2C96BA","EUR","7.02","5.9","1.12","0000000010","PP-CP-1008","Printer Paper - Intense Blue - 250 Sheets","Copier & Printer Paper","7.02","5.9","1.12","42010AA400041EED8CF393ABD2A436BA","42010AA400041EED8CF393A96D71F6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4756BA","42010AA400041EED8CF394665618D6BA","0500000038","2017-01-07 23:00:00.000000000","2017-01-14 23:00:00.000000000","42010AA400041EED8CF393A96D2CB6BA","EUR","518.65","435.84","82.81","0000000010","WD-ERS-100","Plastic Ruler - Red - 15 cm/6 inch","Eraser, Ruler & Sharpener","1","0.84","0.16","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF393ABD28FB6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4776BA","42010AA400041EED8CF394665618D6BA","0500000038","2017-01-07 23:00:00.000000000","2017-01-14 23:00:00.000000000","42010AA400041EED8CF393A96D2CB6BA","EUR","518.65","435.84","82.81","0000000020","OF-ST-1002","Filing Cabinet - 4 drawers","Storage Solutions","517.65","435","82.65","42010AA400041EED8CF393ABD2B2D6BA","42010AA400041EED8CF393ABD293B6BA","L","2023-11-03 04:08:30.799000000"
"42010AA400041EED8CF39466BF4796BA","42010AA400041EED8CF394665618F6BA","0500000039","2017-01-07 23:00:00.000000000","2017-01-14 23:00:00.000000000","42010AA400041EED8CF393A96D2D36BA","EUR","9.25","7.77","1.48","0000000010","PP-NB-1000","Notepaper - White - 500 Sheets","Note Books & Paper","9.25","7.77","1.48","42010AA400041EED8CF393ABD2A556BA","42010AA400041EED8CF393A96D7436BA","L","2023-11-03 04:08:30.799000000"
