"NodeKey","ParentKey","SoItemPos","ProductGuid","NoteGuid","CurrencyCode","GrossAmount","NetAmount","TaxAmount","ItemAtpStatus","OpItemPos","Dataaging","Dummy","Change_Type","Change_Date"
"42010AA400041EED8CF394669C38D6BA","42010AA400041EED8CF394665614D6BA","0000000010","42010AA400041EED8CF393ABD2A296BA","42010AA400041EED8CF394666EEFD6BA","EUR","9.47","7.96","1.51","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C38F6BA","42010AA400041EED8CF394665614D6BA","0000000020","42010AA400041EED8CF393ABD2B576BA","42010AA400041EED8CF394666EEFF6BA","EUR","5.71","4.8","0.91","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C3916BA","42010AA400041EED8CF394665614F6BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666EF016BA","EUR","3.81","3.2","0.61","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C3936BA","42010AA400041EED8CF39466561516BA","0000000010","42010AA400041EED8CF393ABD2A616BA","42010AA400041EED8CF394666EF036BA","EUR","13.33","11.2","2.13","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C3956BA","42010AA400041EED8CF39466561516BA","0000000020","42010AA400041EED8CF393ABD2AB56BA","42010AA400041EED8CF394666EF056BA","EUR","9.04","7.6","1.44","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C3976BA","42010AA400041EED8CF39466561536BA","0000000010","42010AA400041EED8CF393ABD2B716BA","42010AA400041EED8CF394666EF076BA","EUR","10.41","8.75","1.66","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C3996BA","42010AA400041EED8CF39466561556BA","0000000010","42010AA400041EED8CF393ABD2AFF6BA","42010AA400041EED8CF394666EF096BA","EUR","2.25","1.89","0.36","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C39B6BA","42010AA400041EED8CF39466561576BA","0000000010","42010AA400041EED8CF393ABD2B316BA","42010AA400041EED8CF394666EF0B6BA","EUR","595","500","95","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C39D6BA","42010AA400041EED8CF39466561596BA","0000000010","42010AA400041EED8CF393ABD2A3D6BA","42010AA400041EED8CF394666EF0D6BA","EUR","28.08","23.6","4.48","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C39F6BA","42010AA400041EED8CF394665615B6BA","0000000010","42010AA400041EED8CF393ABD2A5D6BA","42010AA400041EED8CF394666EF0F6BA","EUR","4.11","3.45","0.66","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C3A16BA","42010AA400041EED8CF394665615D6BA","0000000010","42010AA400041EED8CF393ABD2AB96BA","42010AA400041EED8CF394666EF116BA","EUR","11.31","9.5","1.81","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF394669C3A36BA","42010AA400041EED8CF394665615F6BA","0000000010","42010AA400041EED8CF393ABD2A516BA","42010AA400041EED8CF394666EF136BA","EUR","28.08","23.6","4.48","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4316BA","42010AA400041EED8CF394665615F6BA","0000000020","42010AA400041EED8CF393ABD2AF56BA","42010AA400041EED8CF394666EF156BA","EUR","16.14","13.56","2.58","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4336BA","42010AA400041EED8CF39466561616BA","0000000010","42010AA400041EED8CF393ABD2A3F6BA","42010AA400041EED8CF394666EF176BA","EUR","7.02","5.9","1.12","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4356BA","42010AA400041EED8CF39466561636BA","0000000010","42010AA400041EED8CF393ABD2A056BA","42010AA400041EED8CF394666EF196BA","EUR","24.63","20.7","3.93","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4376BA","42010AA400041EED8CF39466561656BA","0000000010","42010AA400041EED8CF393ABD2A636BA","42010AA400041EED8CF394666EF1B6BA","EUR","160.06","134.5","25.56","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4396BA","42010AA400041EED8CF39466561656BA","0000000020","42010AA400041EED8CF393ABD2AED6BA","42010AA400041EED8CF394666EF1D6BA","EUR","6.66","5.6","1.06","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF43B6BA","42010AA400041EED8CF39466561676BA","0000000010","42010AA400041EED8CF393ABD2A9D6BA","42010AA400041EED8CF394666EF1F6BA","EUR","3.32","2.79","0.53","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF43D6BA","42010AA400041EED8CF39466561676BA","0000000020","42010AA400041EED8CF393ABD2B436BA","42010AA400041EED8CF394666EF216BA","EUR","26.12","21.95","4.17","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF43F6BA","42010AA400041EED8CF39466561696BA","0000000010","42010AA400041EED8CF393ABD2B376BA","42010AA400041EED8CF394666EF236BA","EUR","374.85","315","59.85","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4416BA","42010AA400041EED8CF39466561696BA","0000000020","42010AA400041EED8CF393ABD2A116BA","42010AA400041EED8CF394666EF256BA","EUR","10.59","8.9","1.69","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4436BA","42010AA400041EED8CF394665616B6BA","0000000010","42010AA400041EED8CF393ABD2B016BA","42010AA400041EED8CF394666EF276BA","EUR","9","7.56","1.44","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4456BA","42010AA400041EED8CF394665616B6BA","0000000020","42010AA400041EED8CF393ABD2B596BA","42010AA400041EED8CF394666EF296BA","EUR","17.14","14.4","2.74","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4476BA","42010AA400041EED8CF394665616D6BA","0000000010","42010AA400041EED8CF393ABD2B4F6BA","42010AA400041EED8CF394666EF2B6BA","EUR","78.3","65.8","12.5","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4496BA","42010AA400041EED8CF394665616F6BA","0000000010","42010AA400041EED8CF393ABD2AE96BA","42010AA400041EED8CF394666EF2D6BA","EUR","32.37","27.2","5.17","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF44B6BA","42010AA400041EED8CF39466561716BA","0000000010","42010AA400041EED8CF393ABD2AE96BA","42010AA400041EED8CF394666EF2F6BA","EUR","16.18","13.6","2.58","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF44D6BA","42010AA400041EED8CF39466561736BA","0000000010","42010AA400041EED8CF393ABD2B396BA","42010AA400041EED8CF394666EF316BA","EUR","374.85","315","59.85","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF44F6BA","42010AA400041EED8CF39466561736BA","0000000020","42010AA400041EED8CF393ABD2A9D6BA","42010AA400041EED8CF394666EF336BA","EUR","6.64","5.58","1.06","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4516BA","42010AA400041EED8CF39466561756BA","0000000010","42010AA400041EED8CF393ABD2A356BA","42010AA400041EED8CF394666EF356BA","EUR","14.76","12.4","2.36","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4536BA","42010AA400041EED8CF39466561756BA","0000000020","42010AA400041EED8CF393ABD29F16BA","42010AA400041EED8CF394666EF376BA","EUR","106.8","89.75","17.05","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4556BA","42010AA400041EED8CF39466561776BA","0000000010","42010AA400041EED8CF393ABD2A736BA","42010AA400041EED8CF394666EF396BA","EUR","38.03","31.96","6.07","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4576BA","42010AA400041EED8CF39466561776BA","0000000020","42010AA400041EED8CF393ABD2A0D6BA","42010AA400041EED8CF394666EF3B6BA","EUR","80.87","67.96","12.91","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4596BA","42010AA400041EED8CF39466561796BA","0000000010","42010AA400041EED8CF393ABD2A5D6BA","42010AA400041EED8CF394666EF3D6BA","EUR","8.21","6.9","1.31","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF45B6BA","42010AA400041EED8CF39466561796BA","0000000020","42010AA400041EED8CF393ABD29ED6BA","42010AA400041EED8CF394666EF3F6BA","EUR","20.23","17","3.23","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF45D6BA","42010AA400041EED8CF394665617B6BA","0000000010","42010AA400041EED8CF393ABD2AE96BA","42010AA400041EED8CF394666EF416BA","EUR","16.18","13.6","2.58","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF45F6BA","42010AA400041EED8CF394665617B6BA","0000000020","42010AA400041EED8CF393ABD2AFD6BA","42010AA400041EED8CF394666EF436BA","EUR","10.59","8.9","1.69","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4616BA","42010AA400041EED8CF394665617D6BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666EF456BA","EUR","0.5","0.42","0.08","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4636BA","42010AA400041EED8CF394665617F6BA","0000000010","42010AA400041EED8CF393ABD2A6B6BA","42010AA400041EED8CF394666EF476BA","EUR","24.75","20.8","3.95","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4656BA","42010AA400041EED8CF39466561816BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666EF496BA","EUR","2.5","2.1","0.4","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4676BA","42010AA400041EED8CF39466561836BA","0000000010","42010AA400041EED8CF393ABD2B6B6BA","42010AA400041EED8CF394666EF4B6BA","EUR","16.66","14","2.66","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4696BA","42010AA400041EED8CF39466561856BA","0000000010","42010AA400041EED8CF393ABD2B4D6BA","42010AA400041EED8CF394666EF4D6BA","EUR","86.63","72.8","13.83","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF46B6BA","42010AA400041EED8CF39466561856BA","0000000020","42010AA400041EED8CF393ABD29F56BA","42010AA400041EED8CF394666EF4F6BA","EUR","26.78","22.5","4.28","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF46D6BA","42010AA400041EED8CF39466561876BA","0000000010","42010AA400041EED8CF393ABD2B816BA","42010AA400041EED8CF394666EF516BA","EUR","30.89","25.96","4.93","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF46F6BA","42010AA400041EED8CF39466561896BA","0000000010","42010AA400041EED8CF393ABD2AD76BA","42010AA400041EED8CF394666EF536BA","EUR","54.03","45.4","8.63","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4716BA","42010AA400041EED8CF39466561896BA","0000000020","42010AA400041EED8CF393ABD2A176BA","42010AA400041EED8CF394666EF556BA","EUR","9.5","7.98","1.52","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4736BA","42010AA400041EED8CF394665618B6BA","0000000010","42010AA400041EED8CF393ABD2A436BA","42010AA400041EED8CF394666EF576BA","EUR","7.02","5.9","1.12","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4756BA","42010AA400041EED8CF394665618D6BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666EF596BA","EUR","1","0.84","0.16","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4776BA","42010AA400041EED8CF394665618D6BA","0000000020","42010AA400041EED8CF393ABD2B2D6BA","42010AA400041EED8CF394666EF5B6BA","EUR","517.65","435","82.65","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4796BA","42010AA400041EED8CF394665618F6BA","0000000010","42010AA400041EED8CF393ABD2A556BA","42010AA400041EED8CF394666EF5D6BA","EUR","9.25","7.77","1.48","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF47B6BA","42010AA400041EED8CF39466561916BA","0000000010","42010AA400041EED8CF393ABD2ACF6BA","42010AA400041EED8CF394666EF5F6BA","EUR","4.05","3.4","0.65","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF47D6BA","42010AA400041EED8CF39466561936BA","0000000010","42010AA400041EED8CF393ABD2B316BA","42010AA400041EED8CF394666EF616BA","EUR","595","500","95","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF47F6BA","42010AA400041EED8CF39466561956BA","0000000010","42010AA400041EED8CF393ABD2A8B6BA","42010AA400041EED8CF394666EF636BA","EUR","30.17","25.35","4.82","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4816BA","42010AA400041EED8CF39466561976BA","0000000010","42010AA400041EED8CF393ABD2A116BA","42010AA400041EED8CF394666EF656BA","EUR","5.3","4.45","0.85","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4836BA","42010AA400041EED8CF39466561996BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666EF676BA","EUR","11.42","9.6","1.82","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4856BA","42010AA400041EED8CF39466561996BA","0000000020","42010AA400041EED8CF393ABD2B3D6BA","42010AA400041EED8CF394666EF696BA","EUR","66.64","56","10.64","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4876BA","42010AA400041EED8CF394665619B6BA","0000000010","42010AA400041EED8CF393ABD2A516BA","42010AA400041EED8CF394666EF6B6BA","EUR","7.02","5.9","1.12","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4896BA","42010AA400041EED8CF394665619B6BA","0000000020","42010AA400041EED8CF393ABD2ACD6BA","42010AA400041EED8CF394666EF6D6BA","EUR","71.36","59.97","11.39","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF48B6BA","42010AA400041EED8CF394665619D6BA","0000000010","42010AA400041EED8CF393ABD2A916BA","42010AA400041EED8CF394666EF6F6BA","EUR","4.71","3.96","0.75","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF48D6BA","42010AA400041EED8CF394665619D6BA","0000000020","42010AA400041EED8CF393ABD2B6D6BA","42010AA400041EED8CF394666EF716BA","EUR","34.81","29.25","5.56","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF48F6BA","42010AA400041EED8CF394665619F6BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666EF736BA","EUR","7.62","6.4","1.22","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4916BA","42010AA400041EED8CF394665619F6BA","0000000020","42010AA400041EED8CF393ABD2B3F6BA","42010AA400041EED8CF394666EF756BA","EUR","90.44","76","14.44","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4936BA","42010AA400041EED8CF39466561A16BA","0000000010","42010AA400041EED8CF393ABD2AA96BA","42010AA400041EED8CF394666EF776BA","EUR","6.35","5.34","1.01","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4956BA","42010AA400041EED8CF39466561A16BA","0000000020","42010AA400041EED8CF393ABD2AFF6BA","42010AA400041EED8CF394666EF796BA","EUR","9","7.56","1.44","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4976BA","42010AA400041EED8CF39466561A36BA","0000000010","42010AA400041EED8CF393ABD2A816BA","42010AA400041EED8CF394666EF7B6BA","EUR","13.92","11.7","2.22","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4996BA","42010AA400041EED8CF39466561A36BA","0000000020","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666EF7D6BA","EUR","7.62","6.4","1.22","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF49B6BA","42010AA400041EED8CF39466561A56BA","0000000010","42010AA400041EED8CF393ABD2AEB6BA","42010AA400041EED8CF394666EF7F6BA","EUR","17.14","14.4","2.74","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF49D6BA","42010AA400041EED8CF39466561A56BA","0000000020","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666EF816BA","EUR","3.81","3.2","0.61","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF49F6BA","42010AA400041EED8CF39466561A76BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666EF836BA","EUR","2.5","2.1","0.4","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4A16BA","42010AA400041EED8CF39466561A76BA","0000000020","42010AA400041EED8CF393ABD2B796BA","42010AA400041EED8CF394666EF856BA","EUR","12.61","10.6","2.01","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4A36BA","42010AA400041EED8CF39466561A96BA","0000000010","42010AA400041EED8CF393ABD2A8F6BA","42010AA400041EED8CF394666EF876BA","EUR","25.45","21.39","4.06","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4A56BA","42010AA400041EED8CF39466561A96BA","0000000020","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666EF896BA","EUR","0.5","0.42","0.08","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4A76BA","42010AA400041EED8CF39466561AB6BA","0000000010","42010AA400041EED8CF393ABD2A0D6BA","42010AA400041EED8CF394666EF8B6BA","EUR","40.44","33.98","6.46","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4A96BA","42010AA400041EED8CF39466561AD6BA","0000000010","42010AA400041EED8CF393ABD2AE76BA","42010AA400041EED8CF394666EF8D6BA","EUR","58.31","49","9.31","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4AB6BA","42010AA400041EED8CF39466561AF6BA","0000000010","42010AA400041EED8CF393ABD2B0D6BA","42010AA400041EED8CF394666EF8F6BA","EUR","1.5","1.26","0.24","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4AD6BA","42010AA400041EED8CF39466561B16BA","0000000010","42010AA400041EED8CF393ABD2B536BA","42010AA400041EED8CF394666EF916BA","EUR","51.65","43.4","8.25","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4AF6BA","42010AA400041EED8CF39466561B36BA","0000000010","42010AA400041EED8CF393ABD2B3F6BA","42010AA400041EED8CF394666EF936BA","EUR","180.88","152","28.88","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4B16BA","42010AA400041EED8CF39466561B36BA","0000000020","42010AA400041EED8CF393ABD2AB96BA","42010AA400041EED8CF394666EF956BA","EUR","4.52","3.8","0.72","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4B36BA","42010AA400041EED8CF39466561B56BA","0000000010","42010AA400041EED8CF393ABD2A356BA","42010AA400041EED8CF394666EF976BA","EUR","7.38","6.2","1.18","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4B56BA","42010AA400041EED8CF39466561B76BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666EF996BA","EUR","7.62","6.4","1.22","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4B76BA","42010AA400041EED8CF39466561B96BA","0000000010","42010AA400041EED8CF393ABD2B476BA","42010AA400041EED8CF394666EF9B6BA","EUR","94.61","79.5","15.11","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4B96BA","42010AA400041EED8CF39466561B96BA","0000000020","42010AA400041EED8CF393ABD2A776BA","42010AA400041EED8CF394666EF9D6BA","EUR","81.87","68.8","13.07","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4BB6BA","42010AA400041EED8CF39466561BB6BA","0000000010","42010AA400041EED8CF393ABD2A096BA","42010AA400041EED8CF394666EF9F6BA","EUR","4.63","3.89","0.74","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4BD6BA","42010AA400041EED8CF39466561BB6BA","0000000020","42010AA400041EED8CF393ABD2B2D6BA","42010AA400041EED8CF394666EFA16BA","EUR","862.75","725","137.75","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4BF6BA","42010AA400041EED8CF39466561BD6BA","0000000010","42010AA400041EED8CF393ABD2ACB6BA","42010AA400041EED8CF394666EFA36BA","EUR","97.1","81.6","15.5","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4C16BA","42010AA400041EED8CF39466561BD6BA","0000000020","42010AA400041EED8CF393ABD29EB6BA","42010AA400041EED8CF394666EFA56BA","EUR","19.34","16.25","3.09","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4C36BA","42010AA400041EED8CF39466561BF6BA","0000000010","42010AA400041EED8CF393ABD2ACF6BA","42010AA400041EED8CF394666EFA76BA","EUR","12.14","10.2","1.94","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4C56BA","42010AA400041EED8CF39466561BF6BA","0000000020","42010AA400041EED8CF393ABD2A536BA","42010AA400041EED8CF394666EFA96BA","EUR","28.08","23.6","4.48","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4C76BA","42010AA400041EED8CF39466561C16BA","0000000010","42010AA400041EED8CF393ABD2AC96BA","42010AA400041EED8CF394666EFAB6BA","EUR","166.12","139.6","26.52","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4C96BA","42010AA400041EED8CF39466561C36BA","0000000010","42010AA400041EED8CF393ABD2B276BA","42010AA400041EED8CF394666EFAD6BA","EUR","571.2","480","91.2","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4CB6BA","42010AA400041EED8CF39466561C56BA","0000000010","42010AA400041EED8CF393ABD2ADF6BA","42010AA400041EED8CF394666EFAF6BA","EUR","97.16","81.65","15.51","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4CD6BA","42010AA400041EED8CF39466561C76BA","0000000010","42010AA400041EED8CF393ABD2A536BA","42010AA400041EED8CF394666EFB16BA","EUR","21.06","17.7","3.36","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4CF6BA","42010AA400041EED8CF39466561C76BA","0000000020","42010AA400041EED8CF393ABD2ADD6BA","42010AA400041EED8CF394666EFB36BA","EUR","66.64","56","10.64","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4D16BA","42010AA400041EED8CF39466561C96BA","0000000010","42010AA400041EED8CF393ABD2ABB6BA","42010AA400041EED8CF394666EFB56BA","EUR","7.62","6.4","1.22","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4D36BA","42010AA400041EED8CF39466561C96BA","0000000020","42010AA400041EED8CF393ABD2B256BA","42010AA400041EED8CF394666EFB76BA","EUR","571.2","480","91.2","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4D56BA","42010AA400041EED8CF39466561CB6BA","0000000010","42010AA400041EED8CF393ABD2A596BA","42010AA400041EED8CF394666EFB96BA","EUR","6.43","5.4","1.03","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4D76BA","42010AA400041EED8CF39466561CB6BA","0000000020","42010AA400041EED8CF393ABD2A396BA","42010AA400041EED8CF394666EFBB6BA","EUR","16.4","13.78","2.62","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4D96BA","42010AA400041EED8CF39466561CD6BA","0000000010","42010AA400041EED8CF393ABD2B296BA","42010AA400041EED8CF394666EFBD6BA","EUR","1404.2","1180","224.2","","",,"","L","2023-11-03 04:08:25.088000000"
"42010AA400041EED8CF39466BF4DB6BA","42010AA400041EED8CF39466561CF6BA","0000000010","42010AA400041EED8CF393ABD2A7D6BA","42010AA400041EED8CF394666EFBF6BA","EUR","59.5","50","9.5","","",,"","L","2023-11-03 04:08:25.088000000"
